Date / Time,Temperature [C],DissolvedOxygen [mg/l],Turbidity [NTU],pH [Units],OxidationReductionPotential [mV ],SpecificConductivity [µs/cm]
10/13/2014 20:17,16.31,6.86,4,8.19,491,678
10/13/2014 20:20,16.31,6.84,3.9,8.18,494,678
10/13/2014 20:23,16.3,6.84,3.8,8.18,493,678
10/13/2014 20:26,16.3,6.78,3.8,8.18,494,679
10/13/2014 20:29,16.3,6.85,3.7,8.18,489,679
10/13/2014 20:32,16.3,6.73,3.6,8.18,488,679
10/13/2014 20:35,16.3,6.78,3.6,8.18,490,679
10/13/2014 20:38,16.3,6.93,3.7,8.19,492,679
10/13/2014 20:41,16.29,6.67,3.5,8.18,496,679
10/13/2014 20:44,16.29,6.89,3.5,8.19,495,678
10/13/2014 20:47,16.29,6.78,3.6,8.18,491,678
10/13/2014 20:50,16.29,6.79,3.5,8.18,489,678
10/13/2014 20:53,16.29,6.89,3.6,8.18,489,678
10/13/2014 20:56,16.28,6.87,3.5,8.19,491,679
10/13/2014 20:59,16.28,6.82,3.9,8.19,489,679
10/13/2014 21:02,16.28,6.73,3.9,8.19,488,680
10/13/2014 21:05,16.28,6.9,3.8,8.2,491,680
10/13/2014 21:08,16.28,6.82,4.1,8.2,493,680
10/13/2014 21:11,16.28,6.82,3.9,8.2,496,680
10/13/2014 21:14,16.27,6.86,3.9,8.2,493,680
10/13/2014 21:17,16.27,6.84,3.9,8.2,497,680
10/13/2014 21:20,16.28,6.93,3.7,8.2,498,680
10/13/2014 21:23,16.28,6.82,3.8,8.2,497,681
10/13/2014 21:26,16.27,6.82,3.6,8.2,497,681
10/13/2014 21:29,16.27,6.89,3.5,8.21,499,681
10/13/2014 21:32,16.27,6.85,4.1,8.21,499,681
10/13/2014 21:35,16.26,6.76,4.6,8.21,500,681
10/13/2014 21:38,16.26,6.81,5.4,8.21,503,682
10/13/2014 21:41,16.26,6.81,6.3,8.21,504,682
10/13/2014 21:44,16.26,6.83,6.8,8.2,479,682
10/13/2014 21:47,16.26,6.9,7.6,8.21,481,682
10/13/2014 21:50,16.26,6.89,7.6,8.21,489,682
10/13/2014 21:53,16.26,6.84,7.2,8.21,493,682
10/13/2014 21:56,16.26,6.87,6.6,8.21,494,682
10/13/2014 21:59,16.25,6.81,6.3,8.21,495,683
10/13/2014 22:02,16.25,6.9,6,8.21,494,683
10/13/2014 22:05,16.25,6.98,5.8,8.21,495,683
10/13/2014 22:08,16.24,6.76,5.5,8.22,497,683
10/13/2014 22:11,16.25,6.92,5.1,8.22,497,683
10/13/2014 22:14,16.24,6.89,5,8.22,499,683
10/13/2014 22:17,16.24,6.78,4.3,8.22,496,683
10/13/2014 22:20,16.24,6.96,4.2,8.22,493,684
10/13/2014 22:23,16.24,6.81,4.1,8.22,497,684
10/13/2014 22:26,16.23,6.95,3.8,8.22,499,684
10/13/2014 22:29,16.23,6.98,3.7,8.22,501,684
10/13/2014 22:32,16.22,6.91,3.4,8.22,502,684
10/13/2014 22:35,16.23,6.91,3.5,8.22,503,684
10/13/2014 22:38,16.23,6.94,3.3,8.22,504,685
10/13/2014 22:41,16.23,6.8,3.3,8.22,505,685
10/13/2014 22:44,16.22,6.85,3.3,8.22,504,685
10/13/2014 22:47,16.22,6.83,3.2,8.22,505,684
10/13/2014 22:50,16.22,6.95,3.3,8.22,506,685
10/13/2014 22:53,16.22,6.84,3.4,8.23,507,685
10/13/2014 22:56,16.22,6.91,3.4,8.22,508,685
10/13/2014 22:59,16.22,6.81,3.3,8.22,507,685
10/13/2014 23:02,16.22,6.96,3.4,8.23,506,685
10/13/2014 23:05,16.22,6.96,3.5,8.23,503,685
10/13/2014 23:08,16.21,6.97,3.3,8.23,505,685
10/13/2014 23:11,16.21,6.85,3.2,8.23,506,686
10/13/2014 23:14,16.21,6.9,3.3,8.23,507,686
10/13/2014 23:17,16.21,6.85,3.1,8.23,503,686
10/13/2014 23:20,16.21,6.99,3.1,8.23,503,686
10/13/2014 23:23,16.21,6.94,3.1,8.23,495,686
10/13/2014 23:26,16.21,6.89,3.2,8.23,498,686
10/13/2014 23:29,16.21,6.93,3.2,8.24,498,686
10/13/2014 23:32,16.22,6.86,3.3,8.24,498,687
10/13/2014 23:35,16.22,6.91,3.4,8.24,495,687
10/13/2014 23:38,16.22,6.93,3.4,8.24,498,687
10/13/2014 23:41,16.22,6.95,4,8.25,500,687
10/13/2014 23:44,16.22,6.97,3.6,8.25,502,687
10/13/2014 23:47,16.21,6.91,3.5,8.25,505,687
10/13/2014 23:50,16.22,6.89,3.2,8.25,506,688
10/13/2014 23:53,16.22,6.9,3,8.26,508,688
10/13/2014 23:56,16.21,6.91,3.2,8.25,509,688
10/13/2014 23:59,16.21,6.98,3,8.26,510,689
10/14/2014 0:02,16.21,6.92,3,8.25,510,689
10/14/2014 0:05,16.21,6.97,3,8.25,511,689
10/14/2014 0:08,16.21,6.96,3.1,8.25,512,690
10/14/2014 0:11,16.21,7,3,8.25,512,690
10/14/2014 0:14,16.21,6.93,2.9,8.25,513,690
10/14/2014 0:17,16.21,6.89,2.9,8.25,512,690
10/14/2014 0:20,16.21,6.93,2.9,8.26,512,691
10/14/2014 0:23,16.21,6.95,2.9,8.26,512,691
10/14/2014 0:26,16.21,6.94,3.1,8.26,511,691
10/14/2014 0:29,16.21,6.94,3,8.26,509,692
10/14/2014 0:32,16.21,6.9,3,8.26,510,692
10/14/2014 0:35,16.22,6.86,2.9,8.26,508,692
10/14/2014 0:38,16.22,6.87,2.9,8.26,508,692
10/14/2014 0:41,16.22,6.91,2.9,8.26,509,692
10/14/2014 0:44,16.22,6.86,2.9,8.26,510,692
10/14/2014 0:47,16.22,6.92,2.9,8.26,511,693
10/14/2014 0:50,16.22,6.96,2.9,8.26,511,693
10/14/2014 0:53,16.22,6.92,2.9,8.26,510,693
10/14/2014 0:56,16.22,6.97,3,8.26,511,693
10/14/2014 0:59,16.22,6.9,2.8,8.26,511,693
10/14/2014 1:02,16.22,6.88,2.8,8.26,511,693
10/14/2014 1:05,16.22,6.92,2.9,8.26,510,694
10/14/2014 1:08,16.23,6.9,2.9,8.26,506,694
10/14/2014 1:11,16.23,6.89,2.8,8.26,507,694
10/14/2014 1:14,16.23,6.95,2.8,8.26,507,695
10/14/2014 1:17,16.23,6.96,3.1,8.26,507,695
10/14/2014 1:20,16.22,7.02,3,8.26,507,695
10/14/2014 1:23,16.22,6.92,3.1,8.26,506,695
10/14/2014 1:26,16.23,6.86,3.1,8.27,506,695
10/14/2014 1:29,16.23,6.94,3.2,8.27,507,695
10/14/2014 1:32,16.23,6.96,3.2,8.27,508,695
10/14/2014 1:35,16.23,6.76,2.9,8.27,509,695
10/14/2014 1:38,16.22,7,2.9,8.27,511,695
10/14/2014 1:41,16.22,7,3.1,8.27,507,695
10/14/2014 1:44,16.22,6.89,3.1,8.27,507,695
10/14/2014 1:47,16.23,6.85,3.2,8.27,509,696
10/14/2014 1:50,16.23,6.93,3.1,8.27,511,696
10/14/2014 1:53,16.23,6.83,3,8.27,511,696
10/14/2014 1:56,16.23,6.95,3.2,8.27,511,696
10/14/2014 1:59,16.23,6.9,2.9,8.27,507,696
10/14/2014 2:02,16.23,6.91,3,8.27,509,696
10/14/2014 2:05,16.23,6.85,3,8.27,508,696
10/14/2014 2:08,16.23,7.01,2.9,8.27,508,696
10/14/2014 2:11,16.24,6.9,2.8,8.28,506,696
10/14/2014 2:14,16.24,6.9,3,8.28,499,696
10/14/2014 2:17,16.24,6.9,2.9,8.28,501,696
10/14/2014 2:20,16.24,6.92,2.9,8.28,500,696
10/14/2014 2:23,16.24,6.9,3.2,8.27,502,696
10/14/2014 2:26,16.24,6.92,3.3,8.27,503,696
10/14/2014 2:29,16.24,6.98,3.1,8.28,505,697
10/14/2014 2:32,16.24,7.02,3,8.28,506,697
10/14/2014 2:35,16.24,6.84,3,8.27,502,697
10/14/2014 2:38,16.24,6.91,3.7,8.28,505,696
10/14/2014 2:41,16.24,6.85,3.5,8.27,505,696
10/14/2014 2:44,16.24,6.94,3.1,8.27,506,697
10/14/2014 2:47,16.24,6.91,3.1,8.28,501,697
10/14/2014 2:50,16.25,6.9,3.3,8.28,498,697
10/14/2014 2:53,16.24,6.88,3.3,8.27,500,705
10/14/2014 2:56,16.25,6.88,3.5,8.22,491,763
10/14/2014 2:59,16.26,6.87,4,8.09,479,854
10/14/2014 3:02,16.28,6.85,4.6,7.98,442,923
10/14/2014 3:05,16.31,6.87,5.1,7.87,414,980
10/14/2014 3:08,16.33,6.77,6,7.71,392,1008
10/14/2014 3:11,16.36,6.76,6.4,7.49,383,1025
10/14/2014 3:14,16.39,6.73,7.1,7.29,386,1024
10/14/2014 3:17,16.41,6.77,7.1,7.13,391,1015
10/14/2014 3:20,16.44,6.82,7.2,7.02,401,996
10/14/2014 3:23,16.46,6.81,6.9,6.95,409,979
10/14/2014 3:26,16.47,6.84,6.4,6.94,413,962
10/14/2014 3:29,16.49,6.7,6.4,6.96,415,945
10/14/2014 3:32,16.5,6.88,5.9,7,418,931
10/14/2014 3:35,16.5,6.66,5.6,7.06,418,915
10/14/2014 3:38,16.51,6.76,5.4,7.13,417,903
10/14/2014 3:41,16.51,6.87,5.3,7.19,421,895
10/14/2014 3:44,16.52,6.78,5.4,7.25,423,889
10/14/2014 3:47,16.52,6.72,5.6,7.3,422,884
10/14/2014 3:50,16.52,6.76,5.1,7.34,423,879
10/14/2014 3:53,16.52,6.74,4.8,7.39,421,876
10/14/2014 3:56,16.52,6.67,4.6,7.42,421,874
10/14/2014 3:59,16.52,6.84,4.6,7.46,422,873
10/14/2014 4:02,16.52,6.86,4.3,7.49,426,872
10/14/2014 4:05,16.52,6.67,4.4,7.52,429,872
10/14/2014 4:08,16.52,6.77,4.2,7.55,431,873
10/14/2014 4:11,16.52,6.72,4.2,7.58,426,873
10/14/2014 4:14,16.52,6.72,4.1,7.61,431,874
10/14/2014 4:17,16.52,6.73,3.9,7.64,433,876
10/14/2014 4:20,16.52,6.74,4,7.68,435,876
10/14/2014 4:23,16.51,6.82,3.9,7.71,440,873
10/14/2014 4:26,16.5,6.74,3.8,7.76,444,866
10/14/2014 4:29,16.5,6.69,3.7,7.81,449,853
10/14/2014 4:32,16.48,6.74,3.4,7.87,455,837
10/14/2014 4:35,16.47,6.69,3.5,7.92,460,824
10/14/2014 4:38,16.46,6.7,3.3,7.96,467,809
10/14/2014 4:41,16.44,6.78,3.3,8,470,792
10/14/2014 4:44,16.42,6.76,3.4,8.04,473,781
10/14/2014 4:47,16.41,6.83,3.2,8.07,476,771
10/14/2014 4:50,16.4,6.79,3.1,8.1,476,765
10/14/2014 4:53,16.39,6.85,3,8.12,479,756
10/14/2014 4:56,16.38,6.72,3,8.14,481,750
10/14/2014 4:59,16.37,6.84,2.9,8.15,484,746
10/14/2014 5:02,16.36,6.75,2.8,8.17,485,741
10/14/2014 5:05,16.35,6.9,3,8.18,487,737
10/14/2014 5:08,16.35,6.76,3.1,8.19,489,733
10/14/2014 5:11,16.35,6.89,4,8.2,490,731
10/14/2014 5:14,16.34,6.85,3.7,8.2,490,728
10/14/2014 5:17,16.35,6.92,3.4,8.21,492,726
10/14/2014 5:20,16.34,6.79,3.1,8.21,493,723
10/14/2014 5:23,16.34,6.77,3,8.22,493,721
10/14/2014 5:26,16.33,6.87,3,8.22,492,720
10/14/2014 5:29,16.33,6.89,3.1,8.22,493,719
10/14/2014 5:32,16.33,6.77,3.5,8.22,494,718
10/14/2014 5:35,16.33,6.76,3.8,8.22,496,717
10/14/2014 5:38,16.32,6.89,3.8,8.23,495,715
10/14/2014 5:41,16.33,6.89,3.7,8.23,495,714
10/14/2014 5:44,16.32,6.86,3.6,8.23,494,714
10/14/2014 5:47,16.32,6.84,3.6,8.23,495,713
10/14/2014 5:50,16.32,6.85,3.5,8.23,493,713
10/14/2014 5:53,16.32,6.86,3.3,8.23,495,713
10/14/2014 5:56,16.32,6.89,3.1,8.23,494,712
10/14/2014 5:59,16.32,6.83,3.1,8.23,490,712
10/14/2014 6:02,16.31,6.91,3,8.24,489,712
10/14/2014 6:05,16.31,6.72,2.7,8.24,488,711
10/14/2014 6:08,16.32,6.87,2.8,8.24,490,711
10/14/2014 6:11,16.32,6.78,2.8,8.24,491,712
10/14/2014 6:14,16.32,6.82,2.8,8.24,488,712
10/14/2014 6:17,16.33,6.79,2.7,8.24,492,711
10/14/2014 6:20,16.33,6.92,2.7,8.25,492,711
10/14/2014 6:23,16.33,6.82,2.8,8.25,493,710
10/14/2014 6:26,16.34,6.81,5.6,8.25,490,698
10/14/2014 6:29,16.39,6.86,8.4,8.27,489,661
10/14/2014 6:32,16.45,6.89,9.9,8.27,487,630
10/14/2014 6:35,16.51,7.07,9,8.27,487,613
10/14/2014 6:38,16.58,6.98,8.7,8.25,486,601
10/14/2014 6:41,16.84,6.61,10.2,8.2,486,601
10/14/2014 6:44,16.95,6.68,10.1,8.14,487,637
10/14/2014 6:47,16.91,6.7,13,8.12,490,691
10/14/2014 6:50,16.88,6.68,16.3,8.11,492,754
10/14/2014 6:53,16.86,6.73,19.3,8.1,493,775
10/14/2014 6:56,16.86,6.66,21.5,8.09,494,776
10/14/2014 6:59,16.84,6.65,21.1,8.07,496,778
10/14/2014 7:02,16.83,6.58,20.5,8.04,498,800
10/14/2014 7:05,16.81,6.6,18.3,7.94,500,846
10/14/2014 7:08,16.8,6.69,19.9,7.8,502,913
10/14/2014 7:11,16.79,6.51,20.3,7.64,501,968
10/14/2014 7:14,16.78,6.55,20.1,7.46,491,1031
10/14/2014 7:17,16.77,6.63,18.8,7.26,468,1104
10/14/2014 7:20,16.75,6.6,17.3,7.06,455,1158
10/14/2014 7:23,16.74,6.59,16.3,6.86,451,1206
10/14/2014 7:26,16.73,6.44,14.7,6.67,456,1248
10/14/2014 7:29,16.73,6.48,14.1,6.43,467,1293
10/14/2014 7:32,16.72,6.63,13,6.16,481,1338
10/14/2014 7:35,16.72,6.49,12.6,5.79,508,1383
10/14/2014 7:38,16.72,6.51,11.5,4.55,617,1566
10/14/2014 7:41,16.72,6.53,11,3.68,673,1726
10/14/2014 7:44,16.72,6.52,10.4,3.33,690,1878
10/14/2014 7:47,16.72,6.51,10.4,3.16,697,1985
10/14/2014 7:50,16.73,6.68,10.8,3.07,701,2092
10/14/2014 7:53,16.73,6.44,10.9,3.02,703,2142
10/14/2014 7:56,16.75,6.6,10.9,2.97,705,2160
10/14/2014 7:59,16.79,6.53,15.4,2.97,703,2068
10/14/2014 8:02,16.88,6.72,19.8,3,700,1910
10/14/2014 8:05,16.96,6.89,17.1,3.07,696,1740
10/14/2014 8:08,17.2,6.93,17.9,3.24,689,1400
10/14/2014 8:11,17.45,6.92,19.1,3.39,684,1237
10/14/2014 8:14,17.43,7.04,29.5,3.41,682,1235
10/14/2014 8:17,17.37,7,37.7,3.35,684,1332
10/14/2014 8:20,17.34,7,44.7,3.54,675,1261
10/14/2014 8:23,17.29,6.98,54.2,4.77,610,1063
10/14/2014 8:26,17.24,6.81,66.8,5.76,494,1002
10/14/2014 8:29,17.19,6.85,79.2,6.21,528,966
10/14/2014 8:32,17.16,6.76,82.4,6.44,525,947
10/14/2014 8:35,17.13,6.72,78,6.57,514,932
10/14/2014 8:38,17.11,6.61,68.4,6.66,514,917
10/14/2014 8:41,17.09,6.61,61.9,6.76,512,900
10/14/2014 8:44,17.07,6.59,53.6,6.84,509,887
10/14/2014 8:47,17.04,6.56,47.6,6.92,506,884
10/14/2014 8:50,17.02,6.62,41,6.98,502,888
10/14/2014 8:53,16.98,6.6,34.6,7.03,497,896
10/14/2014 8:56,16.95,6.64,31,7.06,448,907
10/14/2014 8:59,16.93,6.57,26.3,7.1,473,919
10/14/2014 9:02,16.91,6.61,24.5,7.12,479,931
10/14/2014 9:05,16.9,6.55,21.2,7.15,479,946
10/14/2014 9:08,16.89,6.58,20.4,7.16,478,964
10/14/2014 9:11,16.88,6.7,18.3,7.18,475,986
10/14/2014 9:14,16.88,6.59,17.4,7.2,472,1004
10/14/2014 9:17,16.87,6.52,15.6,7.22,470,1022
10/14/2014 9:20,16.87,6.61,14.6,7.25,468,1033
10/14/2014 9:23,16.86,6.59,13.5,7.27,466,1039
10/14/2014 9:26,16.84,6.66,12.4,7.3,465,1043
10/14/2014 9:29,16.83,6.62,11.9,7.34,465,1045
10/14/2014 9:32,16.83,6.61,11.7,7.37,464,1047
10/14/2014 9:35,16.82,6.61,11.2,7.4,464,1051
10/14/2014 9:38,16.82,6.6,10.7,7.42,463,1053
10/14/2014 9:41,16.82,6.63,10.7,7.44,465,1060
10/14/2014 9:44,16.82,6.55,11,7.46,466,1067
10/14/2014 9:47,16.83,6.56,10.8,7.46,467,1076
10/14/2014 9:50,16.84,6.53,11.1,7.48,466,1082
10/14/2014 9:53,16.84,6.66,11.4,7.48,465,1083
10/14/2014 9:56,16.85,6.45,11.6,7.49,462,1085
10/14/2014 9:59,16.86,6.54,11.5,7.49,464,1087
10/14/2014 10:02,16.87,6.31,11.7,7.51,463,1088
10/14/2014 10:05,16.88,6.55,11.8,7.52,464,1088
10/14/2014 10:08,16.89,6.48,11.3,7.53,465,1086
10/14/2014 10:11,16.9,6.45,11.2,7.55,466,1085
10/14/2014 10:14,16.91,6.29,11,7.55,466,1085
10/14/2014 10:17,16.92,6.41,10.9,7.56,467,1084
10/14/2014 10:20,16.92,6.41,10.4,7.57,461,1085
10/14/2014 10:23,16.93,6.5,10.1,7.57,461,1086
10/14/2014 10:26,16.93,6.38,9.6,7.57,462,1087
10/14/2014 10:29,16.93,6.49,9,7.57,462,1088
10/14/2014 10:32,16.94,6.34,9,7.58,463,1089
10/14/2014 10:35,16.95,6.47,8.7,7.57,460,1090
10/14/2014 10:38,16.95,6.5,8.6,7.59,460,1091
10/14/2014 10:41,16.95,6.42,8.3,7.59,461,1090
10/14/2014 10:44,16.96,6.25,8.1,7.59,411,1091
10/14/2014 10:47,16.96,6.38,7.5,7.6,445,1090
10/14/2014 10:50,16.97,6.39,7.3,7.6,455,1090
10/14/2014 10:53,16.97,6.49,7.1,7.62,459,1089
10/14/2014 10:56,16.97,6.34,6.7,7.62,461,1088
10/14/2014 10:59,16.97,6.4,6.8,7.64,462,1084
10/14/2014 11:02,16.97,6.44,6.7,7.65,462,1070
10/14/2014 11:05,16.97,6.34,6.5,7.67,461,1052
10/14/2014 11:08,16.95,6.48,6.3,7.7,464,1010
10/14/2014 11:11,16.94,6.41,6.1,7.75,467,963
10/14/2014 11:14,16.94,6.56,5.9,7.79,469,934
10/14/2014 11:17,16.92,6.56,6,7.83,406,884
10/14/2014 11:20,16.91,6.51,5.7,7.87,440,858
10/14/2014 11:23,16.9,6.47,5.4,7.9,453,831
10/14/2014 11:26,16.88,6.58,5.4,7.94,461,809
10/14/2014 11:29,16.87,6.54,5,7.96,466,793
10/14/2014 11:32,16.86,6.57,4.9,7.99,471,776
10/14/2014 11:35,16.86,6.56,5,8.01,470,763
10/14/2014 11:38,16.85,6.62,4.7,8.02,470,751
10/14/2014 11:41,16.85,6.57,4.8,8.04,473,742
10/14/2014 11:44,16.86,6.55,4.9,8.06,474,734
10/14/2014 11:47,16.84,6.61,4.5,8.07,471,727
10/14/2014 11:50,16.84,6.52,4.4,8.09,474,721
10/14/2014 11:53,16.84,6.56,4.4,8.1,476,716
10/14/2014 11:56,16.83,6.61,4.5,8.11,478,713
10/14/2014 11:59,16.81,6.55,4.2,8.12,477,710
10/14/2014 12:02,16.82,6.68,4.1,8.13,479,707
10/14/2014 12:05,16.8,6.69,4.3,8.14,482,703
10/14/2014 12:08,16.81,6.45,4.1,8.15,481,701
10/14/2014 12:11,16.81,6.59,4,8.16,483,699
10/14/2014 12:14,16.8,6.58,3.9,8.16,481,696
10/14/2014 12:17,16.79,6.61,3.9,8.16,481,694
10/14/2014 12:20,16.79,6.53,4,8.16,478,693
10/14/2014 12:23,16.79,6.65,4,8.17,480,690
10/14/2014 12:26,16.8,6.59,3.8,8.17,481,690
10/14/2014 12:29,16.79,6.65,4,8.18,476,689
10/14/2014 12:32,16.79,6.48,3.9,8.19,480,688
10/14/2014 12:35,16.8,6.53,3.8,8.19,481,688
10/14/2014 12:38,16.8,6.59,3.9,8.19,481,687
10/14/2014 12:41,16.8,6.51,4.6,8.2,482,687
10/14/2014 12:44,16.8,6.57,4.3,8.19,483,687
10/14/2014 12:47,16.8,6.66,4.4,8.19,484,687
10/14/2014 12:50,16.8,6.63,4,8.2,482,687
10/14/2014 12:53,16.81,6.33,3.7,8.2,479,687
10/14/2014 12:56,16.81,6.56,3.5,8.2,478,687
10/14/2014 12:59,16.81,6.51,3.6,8.21,479,687
10/14/2014 13:02,16.81,6.56,3.7,8.21,479,687
10/14/2014 13:05,16.81,6.61,3.6,8.22,479,688
10/14/2014 13:08,16.82,6.54,3.8,8.22,481,688
10/14/2014 13:11,16.83,6.52,4.4,8.23,481,688
10/14/2014 13:14,16.82,6.51,4.3,8.23,482,689
10/14/2014 13:17,16.84,6.65,4.3,8.22,480,690
10/14/2014 13:20,16.84,6.69,4.5,8.23,479,690
10/14/2014 13:23,16.84,6.67,4.7,8.23,482,690
10/14/2014 13:26,16.85,6.58,4.8,8.23,480,691
10/14/2014 13:29,16.87,6.47,4.7,8.23,483,691
10/14/2014 13:32,16.89,6.57,4.8,8.23,482,691
10/14/2014 13:35,16.9,6.49,4.5,8.23,481,691
10/14/2014 13:38,16.91,6.61,4.4,8.24,481,692
10/14/2014 13:41,16.93,6.44,4.1,8.23,475,692
10/14/2014 13:44,16.94,6.59,4,8.24,473,692
10/14/2014 13:47,16.96,6.62,3.8,8.24,472,691
10/14/2014 13:50,16.95,6.59,3.5,8.25,473,691
10/14/2014 13:53,16.96,6.69,3.6,8.25,472,691
10/14/2014 13:56,16.97,6.62,3.4,8.25,473,691
10/14/2014 13:59,16.97,6.64,3.1,8.26,468,692
10/14/2014 14:02,16.98,6.7,3,8.26,468,693
10/14/2014 14:05,16.98,6.62,2.8,8.26,465,693
10/14/2014 14:08,17,6.6,2.8,8.26,467,693
10/14/2014 14:11,17.01,6.75,2.8,8.27,460,693
10/14/2014 14:14,17.02,6.68,2.8,8.26,451,694
10/14/2014 14:17,17.06,6.66,2.7,8.27,453,694
10/14/2014 14:20,17.06,6.69,3,8.27,461,695
10/14/2014 14:23,17.05,6.51,3.1,8.27,460,696
10/14/2014 14:26,17.05,6.57,3,8.27,465,697
10/14/2014 14:29,17.05,6.75,2.8,8.27,463,697
10/14/2014 14:32,17.07,6.71,142.6,8.27,462,697
10/14/2014 14:35,17.08,6.54,2.6,8.28,463,698
10/14/2014 14:38,17.1,6.69,2.8,8.28,465,698
10/14/2014 14:41,17.11,6.76,2.7,8.28,467,699
10/14/2014 14:44,17.1,6.72,2.8,8.28,463,699
10/14/2014 14:47,17.1,6.7,2.8,8.28,467,700
10/14/2014 14:50,17.12,6.69,2.6,8.28,469,700
10/14/2014 14:53,17.14,6.65,2.8,8.29,471,700
10/14/2014 14:56,17.14,6.67,2.8,8.29,463,701
10/14/2014 14:59,17.16,6.62,2.7,8.28,455,701
10/14/2014 15:02,17.16,6.82,2.9,8.29,461,701
10/14/2014 15:05,17.18,6.7,2.9,8.29,462,702
10/14/2014 15:08,17.19,6.67,2.8,8.29,467,702
10/14/2014 15:11,17.19,6.58,2.7,8.3,467,703
10/14/2014 15:14,17.21,6.51,2.8,8.29,467,703
10/14/2014 15:17,17.21,6.61,2.6,8.3,466,704
10/14/2014 15:20,17.24,6.66,2.6,8.3,465,704
10/14/2014 15:23,17.24,6.5,2.6,8.3,464,704
10/14/2014 15:26,17.25,6.7,2.6,8.3,467,704
10/14/2014 15:29,17.24,6.65,2.6,8.31,466,705
10/14/2014 15:32,17.26,6.64,2.6,8.31,465,705
10/14/2014 15:35,17.27,6.6,3.1,8.31,458,706
10/14/2014 15:38,17.26,6.52,2.7,8.31,454,706
10/14/2014 15:41,17.27,6.52,2.7,8.31,458,706
10/14/2014 15:44,17.28,6.56,2.6,8.31,461,707
10/14/2014 15:47,17.28,6.57,2.6,8.31,451,707
10/14/2014 15:50,17.29,6.6,2.5,8.31,458,707
10/14/2014 15:53,17.31,6.55,2.5,8.31,457,707
10/14/2014 15:56,17.33,6.49,2.6,8.31,459,708
10/14/2014 15:59,17.34,6.56,2.5,8.31,453,708
10/14/2014 16:02,17.34,6.45,2.7,8.31,452,709
10/14/2014 16:05,17.35,6.63,2.6,8.31,448,709
10/14/2014 16:08,17.36,6.5,2.8,8.31,453,708
10/14/2014 16:11,17.37,6.63,2.9,8.31,459,709
10/14/2014 16:14,17.37,6.48,3,8.32,415,709
10/14/2014 16:17,17.38,6.5,3.1,8.31,429,709
10/14/2014 16:20,17.38,6.41,3.2,8.31,442,710
10/14/2014 16:23,17.38,6.53,3.3,8.31,451,710
10/14/2014 16:26,17.38,6.39,3.3,8.31,453,710
10/14/2014 16:29,17.39,6.62,3,8.31,447,710
10/14/2014 16:32,17.39,6.61,3.1,8.31,451,710
10/14/2014 16:35,17.39,6.44,3,8.31,453,710
10/14/2014 16:38,17.39,6.5,2.9,8.31,450,710
10/14/2014 16:41,17.41,6.49,2.9,8.32,452,711
10/14/2014 16:44,17.39,6.53,2.8,8.32,453,712
10/14/2014 16:47,17.39,6.41,2.9,8.32,452,712
10/14/2014 16:50,17.39,6.34,2.8,8.32,456,712
10/14/2014 16:53,17.37,6.5,2.9,8.32,458,712
10/14/2014 16:56,17.38,6.46,2.9,8.31,462,712
10/14/2014 16:59,17.39,6.62,3,8.32,456,712
10/14/2014 17:02,17.37,6.44,3,8.32,453,712
10/14/2014 17:05,17.36,6.57,3,8.32,447,713
10/14/2014 17:08,17.36,6.63,3.1,8.32,451,713
10/14/2014 17:11,17.35,6.43,2.9,8.32,455,713
10/14/2014 17:14,17.35,6.68,3,8.31,457,713
10/14/2014 17:17,17.35,6.36,3.8,8.31,456,713
10/14/2014 17:20,17.35,6.44,3.1,8.31,358,712
10/14/2014 17:23,17.34,6.49,2.8,8.31,394,713
10/14/2014 17:26,17.33,6.57,2.7,8.31,414,713
10/14/2014 17:29,17.34,6.44,2.8,8.3,414,714
10/14/2014 17:32,17.35,6.37,2.5,8.31,417,714
10/14/2014 17:35,17.33,6.51,2.6,8.31,422,714
10/14/2014 17:38,17.34,6.37,2.5,8.32,431,714
10/14/2014 17:41,17.32,6.47,2.6,8.32,429,714
10/14/2014 17:44,17.31,6.51,2.5,8.32,432,714
10/14/2014 17:47,17.32,6.4,2.7,8.32,422,714
10/14/2014 17:50,17.32,6.49,2.5,8.32,430,715
10/14/2014 17:53,17.31,6.34,2.9,8.32,424,715
10/14/2014 17:56,17.31,6.47,2.7,8.32,424,715
10/14/2014 17:59,17.31,6.5,2.8,8.32,421,715
10/14/2014 18:02,17.3,6.39,2.6,8.33,428,715
10/14/2014 18:05,17.29,6.64,2.6,8.32,404,715
10/14/2014 18:08,17.29,6.51,2.7,8.32,423,715
10/14/2014 18:11,17.29,6.58,2.7,8.32,427,716
10/14/2014 18:14,17.3,6.32,2.6,8.32,374,716
10/14/2014 18:17,17.28,6.51,2.6,8.32,417,716
10/14/2014 18:20,17.28,6.42,2.5,8.32,266,716
10/14/2014 18:23,17.29,6.38,2.7,8.32,375,716
10/14/2014 18:26,17.28,6.41,2.6,8.32,412,716
10/14/2014 18:29,17.27,6.51,2.6,8.32,424,716
10/14/2014 18:32,17.27,6.49,2.6,8.32,423,717
10/14/2014 18:35,17.27,6.37,2.6,8.32,416,717
10/14/2014 18:38,17.27,6.49,2.7,8.32,423,717
10/14/2014 18:41,17.27,6.5,2.9,8.32,436,718
10/14/2014 18:44,17.27,6.29,2.6,8.32,441,718
10/14/2014 18:47,17.26,6.42,2.6,8.32,443,718
